"ITEM","DESCRIPTION","BUSINESS_UNIT","FINANCIAL_BU","STOCK PRIORITY","Sourcing Apr.26","Sourcing May.26","Cambios","Sourcing Jun.26","Cambio"
"812585","TL15GYRAQ","60","Lighting","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"812574","TL15GYRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"812580","TL15R1Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"812573","TL15R2Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"812582","TL15R4Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"812578","TL15R5Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"812572","TL15Y1Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"812577","TL15Y2Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805409","TL30BBGYRXAXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805417","TL30BBGYRXAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805377","TL30BBGYRXNXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805385","TL30BBGYRXNXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814133","TL30BBWBWXNXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"807190","TL30BBYRXXAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816003","TL30BGBRXXNXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"808114","TL30BGGYRXAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805414","TL30BGRBXXAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805382","TL30BGRBXXNXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805404","TL30BGRXXXAXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805412","TL30BGRXXXAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805372","TL30BGRXXXNXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805380","TL30BGRXXXNXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"806988","TL30BGRYXXAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"807361","TL30BGYRBXAXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"807645","TL30BGYRBXAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"807774","TL30BGYRWAXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"808487","TL30BGYRWAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805407","TL30BGYRXXAXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805415","TL30BGYRXXAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805375","TL30BGYRXXNXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805383","TL30BGYRXXNXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805413","TL30BGYXXXAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805373","TL30BGYXXXNXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805381","TL30BGYXXXNXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"808179","TL30BRGBYXAXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"806984","TL30BRGXXXAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"806851","TL30BRWGXXAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"809959","TL30BRYXXXNXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805410","TL30BWBGYRAXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805418","TL30BWBGYRAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805378","TL30BWBGYRNXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805386","TL30BWBGYRNXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805419","TL30BWGBYRAXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805387","TL30BWGBYRNXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814068","TL30BYBGRWNXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813684","TL30BYBRWWNXQD","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"811887","TL30BYGRXXAXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805376","TL30BYWBXXNXC1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"11356","TL50A","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"95795","TL50ALS","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"27314","TL50ALS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"87426","TL50ALS4","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"16985","TL50ALSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"86604","TL50AOS","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"92497","TL50AOS3","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"806999","TL50AOS3IQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"86739","TL50AOS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"92966","TL50AOS4IQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85913","TL50AOS4Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"802327","TL50AOSI","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"92495","TL50AOSIQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816522","TL50AOSKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85560","TL50AOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"11374","TL50AQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"10836","TL50B","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814027","TL50B-BGYRAQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814026","TL50B-BGYRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813995","TL50B-BYRAQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"809866","TL50B-GBRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"808759","TL50B-GYR","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"808760","TL50B-GYRA","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"808762","TL50B-GYRAQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"808761","TL50B-GYRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"811935","TL50BA1Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"10559","TL50BAQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"806387","TL50BGORQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"10458","TL50BGR","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"86745","TL50BGRAOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"10715","TL50BGRAQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"10401","TL50BGRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"17225","TL50BGRYQ","60","Lighting","N","SLP to MTY","CHN to MTY","-1","CHN to MTY","0"
"807860","TL50BGWRAQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"83223","TL50BGYR","60","Lighting","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"83224","TL50BGYRA","60","Lighting","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"15121","TL50BGYRACQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"801291","TL50BGYRAKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"16692","TL50BGYRALS","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"16683","TL50BGYRALSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"97519","TL50BGYRAOS3IQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"72576","TL50BGYRAOS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"801294","TL50BGYRAOSIKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"94004","TL50BGYRAOSIQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"804571","TL50BGYRAOSKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"73404","TL50BGYRAOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"83216","TL50BGYRAQ","60","Lighting","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"83233","TL50BGYRAQP","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"15120","TL50BGYRCQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"83215","TL50BGYRQ","60","Lighting","N","SLP to MTY","CHN to MTY","-1","CHN to MTY","0"
"810711","TL50BL1AOSIKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"804932","TL50BL1KQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"804986","TL50BL3ALSKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"804997","TL50BL3AOSKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"804934","TL50BL3KQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"804971","TL50BL4AKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"807944","TL50BL4AOSIKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"804972","TL50BL5AKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"804987","TL50BL5ALSKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"805009","TL50BL5AOSIKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"804998","TL50BL5AOSKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"804939","TL50BL8KQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"32555","TL50BLB1AQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"802274","TL50BLB1GY1R1AOS4","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"91510","TL50BLB1GYRAOSIQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"25658","TL50BLB1Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"809348","TL50BLB2AOSI","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"87147","TL50BLB2AOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"807196","TL50BLBALSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"91160","TL50BLBAOS4Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"25351","TL50BLBGRCQ","60","Lighting","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"85942","TL50BLBGRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19250","TL50BLBGYRALSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"75031","TL50BLBGYRAOS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"91815","TL50BLBGYRAOSIQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"75260","TL50BLBGYRAOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19264","TL50BLBGYRAQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19280","TL50BLBGYRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"87363","TL50BLBQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"94209","TL50BLBR2Y2GQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"25891","TL50BLG1Y1R1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"91706","TL50BLG1Y1R1AOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85712","TL50BLG2R2Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"25840","TL50BLG2Y2RQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"20090","TL50BLG2YR1CQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"806381","TL50BLGBWRAOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85880","TL50BLGBY1Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"86282","TL50BLGBYR","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"800990","TL50BLGBYRALSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"803736","TL50BLGBYRAOSKQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"95435","TL50BLGBYRAOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"26469","TL50BLGBYRAQ","60","Lighting","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"20885","TL50BLGBYRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"86584","TL50BLGGG","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"808357","TL50BLGGYYQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"25770","TL50BLGQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19282","TL50BLGR","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"79865","TL50BLGR1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"802963","TL50BLGR1AOSIQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"27542","TL50BLGR2","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"37892","TL50BLGR2ALS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"93066","TL50BLGR2AOS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"808297","TL50BLGR2B1AOS3","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"91709","TL50BLGR2PC-91709","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"25493","TL50BLGR2Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19252","TL50BLGRALS","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19247","TL50BLGRALSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"75310","TL50BLGRAOS","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"84661","TL50BLGRAOS4Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"75173","TL50BLGRAOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19261","TL50BLGRAQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19277","TL50BLGRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"94535","TL50BLGRYAOSI","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"86379","TL50BLGRYBQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"96335","TL50BLGY1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"94895","TL50BLGY1B","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"800973","TL50BLGY1R2AOS3IQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85740","TL50BLGY1R2AOS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"807830","TL50BLGY1R2AOSI","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"91172","TL50BLGY2R","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"27338","TL50BLGY2R1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85272","TL50BLGY2R1ALS3","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"93326","TL50BLGY2R1AOS3ICQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"93601","TL50BLGY2R1AOSC","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"28053","TL50BLGY2R2Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"28972","TL50BLGYALSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"807582","TL50BLGYBRAOSIQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"87405","TL50BLGYBRAQP","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"94432","TL50BLGYBWRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19283","TL50BLGYR","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"84889","TL50BLGYR1ALS","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"25779","TL50BLGYR1ALSCQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"25616","TL50BLGYR1ALSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"88154","TL50BLGYR1B2Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"25512","TL50BLGYR1Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"94282","TL50BLGYR1S1-94282","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"25775","TL50BLGYR2Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19268","TL50BLGYRA","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19227","TL50BLGYRAC","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"30801","TL50BLGYRALS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19248","TL50BLGYRALSQ","60","Lighting","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"75311","TL50BLGYRAOS","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"801826","TL50BLGYRAOS3IQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"74995","TL50BLGYRAOS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"84662","TL50BLGYRAOS4Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"84670","TL50BLGYRAOS4QP","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"91504","TL50BLGYRAOSIQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"75181","TL50BLGYRAOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19262","TL50BLGYRAQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"807777","TL50BLGYRBALSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"812819","TL50BLGYRBAOSIQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"26996","TL50BLGYRBQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"87451","TL50BLGYRBWQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19236","TL50BLGYRCQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19278","TL50BLGYRQ","60","Lighting","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"85106","TL50BLGYRY2Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"802494","TL50BLGYW2Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19281","TL50BLR","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"26592","TL50BLR1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"29775","TL50BLR1ALS","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"43777","TL50BLR1ALS4Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"86665","TL50BLR1AOS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"808329","TL50BLR1AOSI","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"86306","TL50BLR1AOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"26295","TL50BLR1AQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85649","TL50BLR1B1Y1AOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"20192","TL50BLR1Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85299","TL50BLR1Y1G1","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"26527","TL50BLR2","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"26826","TL50BLR2A","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"28230","TL50BLR2ALS","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"58075","TL50BLR2ALS3QP","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"20560","TL50BLR2ALSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"93321","TL50BLR2AOS3","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"91577","TL50BLR2AOS3I","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"97605","TL50BLR2AOS3IQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85685","TL50BLR2AOS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85674","TL50BLR2AOS4QP","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"811437","TL50BLR2B2AOS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85635","TL50BLR2G2","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"20240","TL50BLR2Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19251","TL50BLRALS","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85752","TL50BLRALS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19246","TL50BLRALSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"75033","TL50BLRAOS3","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"92967","TL50BLRAOSI","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"75167","TL50BLRAOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"806888","TL50BLRBWY2Y2PQ-806888","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"809917","TL50BLRBWY2Y2Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85879","TL50BLRGQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"91048","TL50BLRGR","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813390","TL50BLRGR-813390","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"801812","TL50BLRGYALS","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"19275","TL50BLRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"85948","TL50BLRY1B","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"87140","TL50BLRYGALS3Q","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"86641","TL50BLRYGAOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"25532","TL50BLRYGAQP","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"84937","TL50BLRYGQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"804443","TL50BLRYWQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"86417","TL50BLW2ALS3QP","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"93841","TL50BLW2B2Y2R2ALS3C","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"95148","TL50BLWBGRAOSIQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"30395","TL50BLWBGYR","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"30394","TL50BLWBGYRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"807595","TL50BLWBY1R1AOSQP","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"97779","TL50BLWGBYRQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"86703","TL50BLWGYRAOSQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
