"ITEM","DESCRIPTION","BUSINESS_UNIT","FINANCIAL_BU","STOCK PRIORITY","Sourcing Apr.26","Sourcing May.26","Cambios","Sourcing Jun.26","Cambio"
"814356","BC-M12M4-M12M8-22-4-814356","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818473","BC-M12M4-U22-1-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818474","BC-M12M4-U22-2-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818475","BC-M12M4-U22-5-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818476","BC-M12M4-U22-10-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818237","BC-M12M4A-G22-1-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818238","BC-M12M4A-G22-2-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818239","BC-M12M4A-G22-5-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818240","BC-M12M4A-G22-8-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818241","BC-M12M4A-G22-10-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818242","BC-M12M4A-G22-15-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818477","BC-M12M4A-U22-1-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818478","BC-M12M4A-U22-2-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818479","BC-M12M4A-U22-5-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818480","BC-M12M4A-U22-10-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816082","BC-M12M5-22-0.3","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815144","BC-M12M5-22-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815145","BC-M12M5-22-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815146","BC-M12M5-22-8","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815147","BC-M12M5-22-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816083","BC-M12M5A-22-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816084","BC-M12M5A-22-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816085","BC-M12M5A-22-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815169","BC-M12M8-24-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815171","BC-M12M8-24-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817511","BC-M12M8-M12M8-24-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817512","BC-M12M8-M12M8-24-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817513","BC-M12M8-M12M8-24-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815845","BC-M23F12-22-2-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815846","BC-M23F12-22-5-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815847","BC-M23F12-22-10-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815842","BC-M23F12A-22-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815848","BC-M23F12A-22-2-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815843","BC-M23F12A-22-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815849","BC-M23F12A-22-5-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815844","BC-M23F12A-22-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815850","BC-M23F12A-22-10-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815836","BC-M23F19-1822-2-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815837","BC-M23F19-1822-5-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815838","BC-M23F19-1822-10-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815833","BC-M23F19A-1822-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815839","BC-M23F19A-1822-2-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815834","BC-M23F19A-1822-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815840","BC-M23F19A-1822-5-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815835","BC-M23F19A-1822-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815841","BC-M23F19A-1822-10-SFP","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815458","BC-M23M12-22-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814263","BC-MICM5-AC-PWR-22-2M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817879","BCD-M8M-RJ45-1","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817880","BCD-M8M-RJ45-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817881","BCD-M8M-RJ45-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817882","BCD-M8M-RJ45-8","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817883","BCD-M8M-RJ45-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817884","BCD-M8M-RJ45-15","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817885","BCD-M8M-RJ45-20","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817886","BCD-M8M-RJ45-25","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817021","BCD-M12DF-1","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817022","BCD-M12DF-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817023","BCD-M12DF-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817024","BCD-M12DF-8","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817025","BCD-M12DF-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817026","BCD-M12DF-15","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817027","BCD-M12DF-20","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817028","BCD-M12DF-25","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817007","BCD-M12DM-1","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817008","BCD-M12DM-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817009","BCD-M12DM-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817010","BCD-M12DM-8","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817171","BCD-M12DM-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817011","BCD-M12DM-15","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817012","BCD-M12DM-20","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817013","BCD-M12DM-25","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817064","BCD-M12DM-M12DF-1","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817065","BCD-M12DM-M12DF-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817066","BCD-M12DM-M12DF-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817067","BCD-M12DM-M12DF-8","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817068","BCD-M12DM-M12DF-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817069","BCD-M12DM-M12DF-15","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817070","BCD-M12DM-M12DF-20","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817071","BCD-M12DM-M12DF-25","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814041","BCD-M12DM-M12DM-0.3M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"813956","BCD-M12DM-M12DM-0.5M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817397","BCD-M12DM-M12DM-1","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"813957","BCD-M12DM-M12DM-1M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817398","BCD-M12DM-M12DM-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"813958","BCD-M12DM-M12DM-2M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"813959","BCD-M12DM-M12DM-3M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"813960","BCD-M12DM-M12DM-4M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817399","BCD-M12DM-M12DM-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"813961","BCD-M12DM-M12DM-5M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817400","BCD-M12DM-M12DM-8","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"813962","BCD-M12DM-M12DM-8M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817401","BCD-M12DM-M12DM-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"813963","BCD-M12DM-M12DM-10M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817402","BCD-M12DM-M12DM-15","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"813964","BCD-M12DM-M12DM-15M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817054","BCD-M12DM-M12DM-20","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817055","BCD-M12DM-M12DM-25","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814185","BCD-M12DM-RJ45-0.3","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814186","BCD-M12DM-RJ45-1","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814187","BCD-M12DM-RJ45-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814188","BCD-M12DM-RJ45-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814189","BCD-M12DM-RJ45-8","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814190","BCD-M12DM-RJ45-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817876","BCD-M12DM-RJ45-15","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814191","BCD-M12DM-RJ45-17","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817877","BCD-M12DM-RJ45-20","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817878","BCD-M12DM-RJ45-25","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814192","BCD-M12DM-RJ45-26","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814193","BCD-M12DM-RJ45-33.5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814341","BCD-RJ45 RJ45-0.3M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814342","BCD-RJ45 RJ45-0.5M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814343","BCD-RJ45 RJ45-1M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814344","BCD-RJ45 RJ45-2M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814345","BCD-RJ45 RJ45-5M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814346","BCD-RJ45 RJ45-8M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814347","BCD-RJ45 RJ45-10M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814348","BCD-RJ45 RJ45-15M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817329","BCD-RJ45-RJ45-1","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817330","BCD-RJ45-RJ45-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817331","BCD-RJ45-RJ45-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817332","BCD-RJ45-RJ45-8","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817333","BCD-RJ45-RJ45-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817334","BCD-RJ45-RJ45-15","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"816977","BCD-RJ45-RJ45-20","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"816978","BCD-RJ45-RJ45-25","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815918","BCP-M12LF5-14-1","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815919","BCP-M12LF5-14-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815920","BCP-M12LF5-14-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815921","BCP-M12LF5-14-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815922","BCP-M12LF5-14-15","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"816837","BCP-M12LF5-14-20","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815927","BCP-M12LF5-M12LM5-14-1","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815928","BCP-M12LF5-M12LM5-14-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815929","BCP-M12LF5-M12LM5-14-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815930","BCP-M12LF5-M12LM5-14-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815931","BCP-M12LF5-M12LM5-14-15","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815932","BCP-M12LF5-M12LM5-14-20","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815924","BCP-M12LM5-14-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815925","BCP-M12LM5-14-5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815926","BCP-M12LM5-14-10","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"816838","BCP-M12LM5-14-15","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"816839","BCP-M12LM5-14-20","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814120","BCP-MAF3-MAM3-14-0.5M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814121","BCP-MAF3-MAM3-14-1M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814122","BCP-MAF3-MAM3-14-2M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814123","BCP-MAF3-MAM3-14-5M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814124","BCP-MAF3-MAM3-14-8M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814125","BCP-MAF3-MAM3-14-10M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814126","BCP-MAF3-MAM3-14-15M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814127","BCP-MAF3-MAM3-14-20M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814128","BCP-MAF3-MAM3-14-30M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"816186","BCS1KVN2M","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816273","BCS1KVNQ","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816191","BCS1KVP2M","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816171","BCS1KVPQ","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816188","BCS1LVN2M","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816275","BCS1LVNQ","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816193","BCS1LVP2M","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816173","BCS1LVPQ","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816189","BCS1RVN2M","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816276","BCS1RVNQ","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816194","BCS1RVP2M","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816174","BCS1RVPQ","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816187","BCS1TVN2M","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816274","BCS1TVNQ","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816192","BCS1TVP2M","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816172","BCS1TVPQ","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816190","BCS1YVN2M","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816277","BCS1YVNQ","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816195","BCS1YVP2M","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"816175","BCS1YVPQ","10","Sensors","N","CHN to MTY","CHN to MTY","0","CHN to MTY","0"
"26683","BENC-4","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"74820","BENC-L","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"81241","BENC4-DX","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21284","BF2.53P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21090","BF2.53S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20856","BF2M300","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20832","BF13LMSRE","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17226","BF13P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17227","BF13S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"23873","BF21.4SMSB","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17233","BF23P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17237","BF23S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20652","BF23SM1.5","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17238","BF23SM1.06","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17239","BF23SM2","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20572","BF23SM3FMB","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17376","BF23SM600","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21162","BF23SMAAMLB","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"75866","BF23SMAMALB10NF","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"78416","BF23SMHF","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"24794","BF23SMSB","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20137","BF24P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17240","BF24S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20175","BF25P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17909","BF26P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17242","BF26S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"62276","BF26SMFLSM2.09","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21300","BF28P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20742","BF29S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20530","BF212S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"23866","BF215P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"78851","BF216PM316SS","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"81162","BF1801A-12060","30","Safety","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"81263","BF1801L-024","30","Safety","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814736","BFW-M8F3-4X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814857","BFW-M8F3A-4X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814856","BFW-M8F4-4X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814858","BFW-M8F4A-4X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814738","BFW-M8M3-4X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814859","BFW-M8M3A-4X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814855","BFW-M8M4-4X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814860","BFW-M8M4A-4X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817090","BFW-M12F4-6SL","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814845","BFW-M12F4-6X","80","Connectivity","S","USA to MTY","USA to MTY","0","USA to MTY","0"
"817092","BFW-M12F4A-6SL","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814847","BFW-M12F4A-6X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817091","BFW-M12F5-6SL","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814848","BFW-M12F5-6X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817093","BFW-M12F5A-6SL","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814850","BFW-M12F5A-6X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814852","BFW-M12F8-8X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814854","BFW-M12F8A-8X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817094","BFW-M12M4-6SL","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814844","BFW-M12M4-6X","80","Connectivity","S","USA to MTY","USA to MTY","0","USA to MTY","0"
"817096","BFW-M12M4A-6SL","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814846","BFW-M12M4A-6X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817095","BFW-M12M5-6SL","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814559","BFW-M12M5-6X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817097","BFW-M12M5A-6SL","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814849","BFW-M12M5A-6X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814851","BFW-M12M8-8X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814853","BFW-M12M8A-8X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"818000","BFW-M12XF8-9X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"818001","BFW-M12XM8-9X","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"73343","BHA2.56P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"76869","BHA2.59P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21990","BHA21P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21186","BHA23P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21091","BHA23S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21784","BHAT23P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21095","BHAT23S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"815821","BL60B340L14ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815828","BL60B640L14ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815822","BL60G340L14ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815823","BL60I340L14ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814992","BL60R340DL14ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815820","BL60R340L14ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815827","BL60R640L14ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815824","BL60UV365-340GL30ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815825","BL60UV395-340L30ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815819","BL60W340L14ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815829","BL60W340L30ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815831","BL60W640DL14ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815826","BL60W640L14ASQ","60","Lighting","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"17245","BM.752P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17246","BM.752PMA.25","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
